Date,Open,High,Low,Close,Adj Close,Volume
1980-12-08,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.099449522793293,469033600
1980-12-15,0.12221000343561172,0.12667399644851685,0.11272300034761429,0.12611599266529083,0.09772006422281265,490134400
1980-12-22,0.1322540044784546,0.15904000401496887,0.1322540044784546,0.15848200023174286,0.1227986291050911,187891200
1980-12-29,0.16071400046348572,0.16127200424671173,0.1523440033197403,0.15401799976825714,0.11933974176645279,219452800
1981-01-05,0.15122799575328827,0.15122799575328827,0.13504500687122345,0.14229899644851685,0.11025940626859665,197904000
1981-01-12,0.14229899644851685,0.14229899644851685,0.13616099953651428,0.13839299976825714,0.10723281651735306,88502400
1981-01-19,0.14676299691200256,0.1478790044784546,0.14229899644851685,0.14620499312877655,0.11328583210706711,134332800
1981-01-26,0.1445309966802597,0.1445309966802597,0.12611599266529083,0.12611599266529083,0.09772006422281265,166588800
1981-02-02,0.11941999942064285,0.1289059966802597,0.11886200308799744,0.1283479928970337,0.099449522793293,92579200
1981-02-09,0.12276799976825714,0.12276799976825714,0.11383900046348572,0.11383900046348572,0.08820731937885284,74659200
1981-02-16,0.11662899702787399,0.12276799976825714,0.10825899988412857,0.10825899988412857,0.08388368785381317,78198400
1981-02-23,0.10993299633264542,0.11941999942064285,0.10602699965238571,0.11830399930477142,0.09166698157787323,76182400
1981-03-02,0.11886200308799744,0.11941999942064285,0.11439699679613113,0.11439699679613113,0.08863970637321472,58620800
1981-03-09,0.10602699965238571,0.10602699965238571,0.09653999656438828,0.09933000057935715,0.07696513086557388,364112000
1981-03-16,0.10323700308799744,0.11607100069522858,0.10323700308799744,0.11495500057935715,0.08907203376293182,170329600
1981-03-23,0.11941999942064285,0.12053599953651428,0.11049100011587143,0.11049100011587143,0.08561316877603531,81760000
1981-03-30,0.11049100011587143,0.11886200308799744,0.10825899988412857,0.11830399930477142,0.09166698157787323,107856000
1981-04-06,0.11662899702787399,0.125,0.11495500057935715,0.12444200366735458,0.09642301499843597,101404800
1981-04-13,0.12444200366735458,0.125,0.11160700023174286,0.11160700023174286,0.0864778608083725,80640000
1981-04-20,0.11495500057935715,0.13113799691200256,0.11495500057935715,0.12946400046348572,0.10031425207853317,175952000
1981-04-27,0.1289059966802597,0.1289059966802597,0.12444200366735458,0.12667399644851685,0.09815241396427155,113523200
1981-05-04,0.12667399644851685,0.12667399644851685,0.12221000343561172,0.125,0.09685534983873367,68208000
1981-05-11,0.12276799976825714,0.12444200366735458,0.11997800320386887,0.12276799976825714,0.09512589871883392,30934400
1981-05-18,0.125,0.141183003783226,0.12276799976825714,0.140066996216774,0.10852991044521332,106512000
1981-05-25,0.140066996216774,0.1484380066394806,0.13950900733470917,0.1478790044784546,0.11458297073841095,368211200
1981-06-01,0.1478790044784546,0.1484380066394806,0.140625,0.141183003783226,0.1093946099281311,244876800
1981-06-08,0.1367190033197403,0.14732100069522858,0.13616099953651428,0.14508900046348572,0.11242114752531052,303094400
1981-06-15,0.14508900046348572,0.14508900046348572,0.13504500687122345,0.13504500687122345,0.10463865846395493,259145600
1981-06-22,0.13057999312877655,0.1333709955215454,0.1289059966802597,0.13002200424671173,0.10074659436941147,96947200
1981-06-29,0.12667399644851685,0.12667399644851685,0.11495500057935715,0.11495500057935715,0.08907203376293182,247251200
1981-07-06,0.11216499656438828,0.1171879991889,0.09933000057935715,0.09933000057935715,0.07696513086557388,137043200
1981-07-13,0.1015629991889,0.11607100069522858,0.1015629991889,0.11551299691200256,0.08950439095497131,111529600
1981-07-20,0.10825899988412857,0.10825899988412857,0.10100399702787399,0.10714299976825714,0.08301899582147598,141568000
1981-07-27,0.11160700023174286,0.11216499656438828,0.10602699965238571,0.11160700023174286,0.0864778608083725,76540800
1981-08-03,0.11160700023174286,0.11607100069522858,0.11049100011587143,0.11272300034761429,0.08734259009361267,81334400
1981-08-10,0.11272300034761429,0.11272300034761429,0.10212100297212601,0.10212100297212601,0.079127736389637,149408000
1981-08-17,0.09988799691200256,0.09988799691200256,0.0898440033197403,0.0898440033197403,0.0696149691939354,115606400
1981-08-24,0.08482100069522858,0.09040199965238571,0.08426299691200256,0.0898440033197403,0.0696149691939354,161324800
1981-08-31,0.0898440033197403,0.0976559966802597,0.0898440033197403,0.09096000343561172,0.07047969102859497,150080000
1981-09-07,0.08872800320386887,0.08928599953651428,0.08761200308799744,0.08761200308799744,0.06788555532693863,108326400
